,Athlete,Age,Year,Closing Ceremony Date,Gold Medals,Silver Medals,Bronze Medals,Total Medals
2544,Andrea Duran,24,2008,08/24/2008,0,1,0,1
2545,Naho Emoto,22,2008,08/24/2008,1,0,0,1
2546,Jennie Finch,27,2008,08/24/2008,0,1,0,1
2547,Tairia Flowers,27,2008,08/24/2008,0,1,0,1
2548,Motoko Fujimoto,27,2008,08/24/2008,1,0,0,1
2549,Vicky Galindo,24,2008,08/24/2008,0,1,0,1
2550,Kelly Hardie,38,2008,08/24/2008,0,0,1,1
2551,Tanya Harding,36,2008,08/24/2008,0,0,1,1
2552,Megu Hirose,27,2008,08/24/2008,1,0,0,1
2553,Emi Inui,24,2008,08/24/2008,1,0,0,1
2554,Sachiko Ito,32,2008,08/24/2008,1,0,0,1
2555,Lovie Jung,28,2008,08/24/2008,0,1,0,1
2556,Ayumi Karino,23,2008,08/24/2008,1,0,0,1
2557,Kelly Kretschman,28,2008,08/24/2008,0,1,0,1
2558,Lauren Lappin,24,2008,08/24/2008,0,1,0,1
2559,Caitlin Lowe,23,2008,08/24/2008,0,1,0,1
2560,Satoko Mabuchi,26,2008,08/24/2008,1,0,0,1
2561,Jessica Mendoza,27,2008,08/24/2008,0,1,0,1
2562,Yukiyo Mine,20,2008,08/24/2008,1,0,0,1
2563,Masumi Mishina,26,2008,08/24/2008,1,0,0,1
2564,Simmone Morrow,31,2008,08/24/2008,0,0,1,1
2565,Tracey Mosley,34,2008,08/24/2008,0,0,1,1
2566,Rei Nishiyama,24,2008,08/24/2008,1,0,0,1
2567,Stacey Nuveman,30,2008,08/24/2008,0,1,0,1
2568,Cat Osterman,25,2008,08/24/2008,0,1,0,1
2569,Stacey Porter,26,2008,08/24/2008,0,0,1,1
2570,Melanie Roche,37,2008,08/24/2008,0,0,1,1
2571,Hiroko Sakai,29,2008,08/24/2008,1,0,0,1
2572,Rie Sato,27,2008,08/24/2008,1,0,0,1
2573,Justine Smethurst,21,2008,08/24/2008,0,0,1,1
2574,Mika Someya,25,2008,08/24/2008,1,0,0,1
2575,Danielle Stewart,27,2008,08/24/2008,0,0,1,1
2576,Natalie Titcume,32,2008,08/24/2008,0,0,1,1
2577,Yukiko Ueno,26,2008,08/24/2008,1,0,0,1
2578,Natalie Ward,32,2008,08/24/2008,0,0,1,1
2579,Natasha Watley,26,2008,08/24/2008,0,1,0,1
2580,Belinda Wright,27,2008,08/24/2008,0,0,1,1
2581,Kerry Wyborn,30,2008,08/24/2008,0,0,1,1
2582,Eri Yamada,24,2008,08/24/2008,1,0,0,1
2583,Sandy Allen-Lewis,25,2004,08/29/2004,0,1,0,1
2584,Laura Berg,29,2004,08/29/2004,1,0,0,1
2585,Crystl Bustos,26,2004,08/29/2004,1,0,0,1
2586,Marissa Carpadios,26,2004,08/29/2004,0,1,0,1
2587,Amanda Doman,26,2004,08/29/2004,0,1,0,1
2588,Peta Edebone,35,2004,08/29/2004,0,1,0,1
2589,Lisa Fernandez,33,2004,08/29/2004,1,0,0,1
2590,Jennie Finch,23,2004,08/29/2004,1,0,0,1
2591,Tairia Flowers,23,2004,08/29/2004,1,0,0,1
2592,Amanda Freed,24,2004,08/29/2004,1,0,0,1
2593,Fiona Hanes-Crawford,27,2004,08/29/2004,0,1,0,1
2594,Tanya Harding,32,2004,08/29/2004,0,1,0,1
2595,Lori Harrigan,33,2004,08/29/2004,1,0,0,1
2596,Natalie Hodgskin,28,2004,08/29/2004,0,1,0,1
2597,Kazue Ito,26,2004,08/29/2004,0,0,1,1
2598,Yumi Iwabuchi,24,2004,08/29/2004,0,0,1,1
2599,Lovie Jung,24,2004,08/29/2004,1,0,0,1
2600,Kelly Kretschman,24,2004,08/29/2004,1,0,0,1
2601,Jessica Mendoza,23,2004,08/29/2004,1,0,0,1
2602,Masumi Mishina,22,2004,08/29/2004,0,0,1,1
2603,Simmone Morrow,27,2004,08/29/2004,0,1,0,1
2604,Tracey Mosley,30,2004,08/29/2004,0,1,0,1
2605,Emi Naito,24,2004,08/29/2004,0,0,1,1
2606,Stacey Nuveman,26,2004,08/29/2004,1,0,0,1
2607,Leah O'Brien-Amico,29,2004,08/29/2004,1,0,0,1
2608,Cat Osterman,21,2004,08/29/2004,1,0,0,1
2609,Stacey Porter,22,2004,08/29/2004,0,1,0,1
2610,Melanie Roche,33,2004,08/29/2004,0,1,0,1
2611,Haruka Saito,34,2004,08/29/2004,0,0,1,1
2612,Hiroko Sakai,25,2004,08/29/2004,0,0,1,1
2613,Naoko Sakamoto,19,2004,08/29/2004,0,0,1,1
2614,Rie Sato,24,2004,08/29/2004,0,0,1,1
2615,Yuki Sato,23,2004,08/29/2004,0,0,1,1
2616,Juri Takayama,27,2004,08/29/2004,0,0,1,1
2617,Natalie Titcume,28,2004,08/29/2004,0,1,0,1
2618,Jenny Topping,24,2004,08/29/2004,1,0,0,1
2619,Yukiko Ueno,22,2004,08/29/2004,0,0,1,1
2620,Reika Utsugi,41,2004,08/29/2004,0,0,1,1
2621,Natalie Ward,28,2004,08/29/2004,0,1,0,1
2622,Natasha Watley,22,2004,08/29/2004,1,0,0,1
2623,Brooke Wilkins,30,2004,08/29/2004,0,1,0,1
2624,Kerry Wyborn,26,2004,08/29/2004,0,1,0,1
2625,Eri Yamada,20,2004,08/29/2004,0,0,1,1
2626,Noriko Yamaji,33,2004,08/29/2004,0,0,1,1
2627,Sandy Allen-Lewis,21,2000,10/01/2000,0,0,1,1
2628,Christie Ambrosi,23,2000,10/01/2000,1,0,0,1
2629,Misako Ando,29,2000,10/01/2000,0,1,0,1
2630,Laura Berg,25,2000,10/01/2000,1,0,0,1
2631,Jo Brown,28,2000,10/01/2000,0,0,1,1
2632,Jennifer Brundage,27,2000,10/01/2000,1,0,0,1
2633,Crystl Bustos,23,2000,10/01/2000,1,0,0,1
2634,Sheila Cornell-Douty,38,2000,10/01/2000,1,0,0,1
2635,Kerry Dienelt,31,2000,10/01/2000,0,0,1,1
2636,Peta Edebone,31,2000,10/01/2000,0,0,1,1
2637,Sue Fairhurst,26,2000,10/01/2000,0,0,1,1
2638,Lisa Fernandez,29,2000,10/01/2000,1,0,0,1
2639,Selina Follas,24,2000,10/01/2000,0,0,1,1
2640,Yumiko Fujii,28,2000,10/01/2000,0,1,0,1
2641,Fiona Hanes-Crawford,23,2000,10/01/2000,0,0,1,1
2642,Kelly Hardie,30,2000,10/01/2000,0,0,1,1
2643,Tanya Harding,28,2000,10/01/2000,0,0,1,1
2644,Lori Harrigan,30,2000,10/01/2000,1,0,0,1
2645,Danielle Henderson,23,2000,10/01/2000,1,0,0,1
2646,Taeko Ishikawa,24,2000,10/01/2000,0,1,0,1
2647,Kazue Ito,22,2000,10/01/2000,0,1,0,1
2648,Yoshimi Kobayashi,32,2000,10/01/2000,0,1,0,1
2649,Shiori Koseki,28,2000,10/01/2000,0,1,0,1
2650,Mariko Masubuchi,20,2000,10/01/2000,0,1,0,1
2651,Naomi Matsumoto,32,2000,10/01/2000,0,1,0,1
2652,Sally McDermid-McCreedy,35,2000,10/01/2000,0,0,1,1
2653,Jennifer McFalls,28,2000,10/01/2000,1,0,0,1
2654,Simmone Morrow,23,2000,10/01/2000,0,0,1,1
2655,Emi Naito,20,2000,10/01/2000,0,1,0,1
2656,Stacey Nuveman,22,2000,10/01/2000,1,0,0,1
2657,Leah O'Brien-Amico,26,2000,10/01/2000,1,0,0,1
2658,Dot Richardson,38,2000,10/01/2000,1,0,0,1
2659,Melanie Roche,29,2000,10/01/2000,0,0,1,1
2660,Haruka Saito,30,2000,10/01/2000,0,1,0,1
2661,Michele Smith,33,2000,10/01/2000,1,0,0,1
2662,Juri Takayama,23,2000,10/01/2000,0,1,0,1
2663,Hiroko Tamoto,26,2000,10/01/2000,0,1,0,1
2664,Natalie Titcume,24,2000,10/01/2000,0,0,1,1
2665,Reika Utsugi,37,2000,10/01/2000,0,1,0,1
2666,Michelle Venturella,27,2000,10/01/2000,1,0,0,1
2667,Natalie Ward,24,2000,10/01/2000,0,0,1,1
2668,Brooke Wilkins,26,2000,10/01/2000,0,0,1,1
2669,Christa Williams,22,2000,10/01/2000,1,0,0,1
2670,Miyo Yamada,24,2000,10/01/2000,0,1,0,1
2671,Noriko Yamaji,30,2000,10/01/2000,0,1,0,1
2672,Jasey-Jay Anderson,34,2010,02/28/2010,1,0,0,1
2673,Déborah Anthonioz,31,2010,02/28/2010,0,1,0,1
2674,Mathieu Bozzetto,36,2010,02/28/2010,0,0,1,1
2675,Torah Bright,23,2010,02/28/2010,1,0,0,1
2676,Kelly Clark,26,2010,02/28/2010,0,0,1,1
2677,Yekaterina Ilyukhina,22,2010,02/28/2010,0,1,0,1
2678,Benjamin Karl,24,2010,02/28/2010,0,1,0,1
2679,Marion Kreiner,28,2010,02/28/2010,0,0,1,1
2680,Scotty Lago,22,2010,02/28/2010,0,0,1,1
2681,Olivia Nobs,27,2010,02/28/2010,0,0,1,1
2682,Peetu Piiroinen,22,2010,02/28/2010,0,1,0,1
2683,Tony Ramoin,21,2010,02/28/2010,0,0,1,1
2684,Maëlle Ricker,31,2010,02/28/2010,1,0,0,1
2685,Mike Robertson,24,2010,02/28/2010,0,1,0,1
2686,Nicolien Sauerbreij,30,2010,02/28/2010,1,0,0,1
2687,Hannah Teter,23,2010,02/28/2010,0,1,0,1
2688,Seth Wescott,33,2010,02/28/2010,1,0,0,1
2689,Shaun White,23,2010,02/28/2010,1,0,0,1
2690,Gretchen Bleiler,24,2006,02/26/2006,0,1,0,1
2691,Kjersti Buaas,24,2006,02/26/2006,0,0,1,1
2692,Paul-Henri De Le Rue,21,2006,02/26/2006,0,0,1,1
2693,Rosey Fletcher,30,2006,02/26/2006,0,0,1,1
2694,Tanja Frieden,30,2006,02/26/2006,1,0,0,1
2695,Sigi Grabner,31,2006,02/26/2006,0,0,1,1
2696,Lindsey Jacobellis,20,2006,02/26/2006,0,1,0,1
2697,Danny Kass,23,2006,02/26/2006,0,1,0,1
2698,Amelie Kober,18,2006,02/26/2006,0,1,0,1
2699,Markku Koski,24,2006,02/26/2006,0,0,1,1
2700,Dominique Maltais,25,2006,02/26/2006,0,0,1,1
2701,Daniela Meuli,24,2006,02/26/2006,1,0,0,1
2702,Philipp Schoch,26,2006,02/26/2006,1,0,0,1
2703,Simon Schoch,27,2006,02/26/2006,0,1,0,1
2704,Hannah Teter,19,2006,02/26/2006,1,0,0,1
2705,Seth Wescott,29,2006,02/26/2006,1,0,0,1
2706,Shaun White,19,2006,02/26/2006,1,0,0,1
2707,Radoslav idek,24,2006,02/26/2006,0,1,0,1
2708,Isabelle Blanc,26,2002,02/24/2002,1,0,0,1
2709,Kelly Clark,18,2002,02/24/2002,1,0,0,1
2710,Danny Kass,19,2002,02/24/2002,0,1,0,1
2711,Chris Klug,29,2002,02/24/2002,0,0,1,1
2712,Ross Powers,23,2002,02/24/2002,1,0,0,1
2713,Fabienne Reuteler,22,2002,02/24/2002,0,0,1,1
2714,Richard Richardsson,28,2002,02/24/2002,0,1,0,1
2715,Karine Ruby,24,2002,02/24/2002,0,1,0,1
2716,Philipp Schoch,22,2002,02/24/2002,1,0,0,1
2717,JJ Thomas,20,2002,02/24/2002,0,0,1,1
2718,Lidia Trettel,28,2002,02/24/2002,0,0,1,1
2719,Doriane Vidal,25,2002,02/24/2002,0,1,0,1
2720,Anders Bardal,27,2010,02/28/2010,0,0,1,1
2721,Johan Remen Evensen,24,2010,02/28/2010,0,0,1,1
2722,Tom Hilde,22,2010,02/28/2010,0,0,1,1
2723,Anders Jacobsen,25,2010,02/28/2010,0,0,1,1
2724,Andreas Kofler,25,2010,02/28/2010,1,0,0,1
2725,Wolfgang Loitzl,30,2010,02/28/2010,1,0,0,1
2726,Thomas Morgenstern,23,2010,02/28/2010,1,0,0,1
2727,Michael Neumayer,31,2010,02/28/2010,0,1,0,1
2728,Martin Schmitt,32,2010,02/28/2010,0,1,0,1
2729,Michael Uhrmann,31,2010,02/28/2010,0,1,0,1
2730,Andreas Wank,22,2010,02/28/2010,0,1,0,1
2731,Janne Ahonen,28,2006,02/26/2006,0,1,0,1
2732,Janne Happonen,21,2006,02/26/2006,0,1,0,1
2733,Tommy Ingebrigtsen,28,2006,02/26/2006,0,0,1,1
2734,Tami Kiuru,29,2006,02/26/2006,0,1,0,1
2735,Martin Koch,24,2006,02/26/2006,1,0,0,1
2736,Bjørn Einar Romøren,24,2006,02/26/2006,0,0,1,1
2737,Andreas Widhölzl,29,2006,02/26/2006,1,0,0,1
2738,Janne Ahonen,24,2002,02/24/2002,0,1,0,1
2739,Damjan Fras,28,2002,02/24/2002,0,0,1,1
2740,Stephan Hocke,18,2002,02/24/2002,1,0,0,1
2741,Risto Jussilainen,26,2002,02/24/2002,0,1,0,1
2742,Robert Kranjec,20,2002,02/24/2002,0,0,1,1
2743,Veli-Matti Lindström,18,2002,02/24/2002,0,1,0,1
2744,Primo Peterka,22,2002,02/24/2002,0,0,1,1
2745,Martin Schmitt,24,2002,02/24/2002,1,0,0,1
2746,Michael Uhrmann,23,2002,02/24/2002,1,0,0,1
2747,Peter onta,23,2002,02/24/2002,0,0,1,1
2748,Martins Dukurs,25,2010,02/28/2010,0,1,0,1
2749,Anja Huber,26,2010,02/28/2010,0,0,1,1
2750,Jon Montgomery,30,2010,02/28/2010,1,0,0,1
2751,Kerstin Szymkowiak,32,2010,02/28/2010,0,1,0,1
2752,Aleksandr Tretyakov,24,2010,02/28/2010,0,0,1,1
2753,Amy Williams,27,2010,02/28/2010,1,0,0,1
2754,Duff Gibson,39,2006,02/26/2006,1,0,0,1
2755,Mellisa Hollingsworth-Richards,25,2006,02/26/2006,0,0,1,1
2756,Jeff Pain,35,2006,02/26/2006,0,1,0,1
2757,Maya Pedersen,33,2006,02/26/2006,1,0,0,1
2758,Shelley Rudman,24,2006,02/26/2006,0,1,0,1
2759,Gregor Stähli,37,2006,02/26/2006,0,0,1,1
2760,Alex Coomber,28,2002,02/24/2002,0,0,1,1
2761,Tristan Gale,21,2002,02/24/2002,1,0,0,1
2762,Lea Ann Parsley,33,2002,02/24/2002,0,1,0,1
2763,Martin Rettl,28,2002,02/24/2002,0,1,0,1
2764,Jim Shea Jr.,33,2002,02/24/2002,1,0,0,1
2765,Gregor Stähli,33,2002,02/24/2002,0,0,1,1
2766,Nasser Al-Attiya,41,2012,08/12/2012,0,0,1,1
2767,Fehaid Al-Deehani,45,2012,08/12/2012,0,0,1,1
2768,Danka Barteková,27,2012,08/12/2012,0,0,1,1
2769,Jamie Beyerle-Gray,28,2012,08/12/2012,1,0,0,1
2770,Sylwia Bogacka,30,2012,08/12/2012,0,1,0,1
2771,Giovanni Cernogoraz,29,2012,08/12/2012,1,0,0,1
2772,Chen Ying,34,2012,08/12/2012,0,1,0,1
2773,Choi Yeong-Rae,30,2012,08/12/2012,0,1,0,1
2774,Lionel Cox,31,2012,08/12/2012,0,1,0,1
2775,Håkan Dahlby,46,2012,08/12/2012,0,1,0,1
2776,Rajmond Debevec,49,2012,08/12/2012,0,0,1,1
2777,Ding Feng,25,2012,08/12/2012,0,0,1,1
2778,Matt Emmons,31,2012,08/12/2012,0,0,1,1
2779,Massimo Fabbrizi,34,2012,08/12/2012,0,1,0,1
2780,Celine Goberville,25,2012,08/12/2012,0,1,0,1
2781,Anders Golding,28,2012,08/12/2012,0,1,0,1
2782,Guo Wenjun,28,2012,08/12/2012,1,0,0,1
2783,Vincent Hancock,23,2012,08/12/2012,1,0,0,1
2784,Kim Jang-Mi,19,2012,08/12/2012,1,0,0,1
2785,Kim Jong-Hyeon,27,2012,08/12/2012,0,1,0,1
2786,Vijay Kumar,26,2012,08/12/2012,0,1,0,1
2787,Ivana Maksimovic,22,2012,08/12/2012,0,1,0,1
2788,Sergey Martynov,44,2012,08/12/2012,1,0,0,1
2789,Alin Moldoveanu,29,2012,08/12/2012,1,0,0,1
2790,Vasily Mosin,40,2012,08/12/2012,0,0,1,1
2791,Gagan Narang,29,2012,08/12/2012,0,0,1,1
2792,Leuris Pupo,35,2012,08/12/2012,1,0,0,1
2793,Delphine Racinet-Reau,38,2012,08/12/2012,0,0,1,1
2794,Kim Rhode,33,2012,08/12/2012,1,0,0,1
2795,Jessica Rossi,20,2012,08/12/2012,1,0,0,1
2796,Zuzana tefeceková,28,2012,08/12/2012,0,1,0,1
2797,Adéla Sýkorová,25,2012,08/12/2012,0,0,1,1
2798,Luca Tesconi,30,2012,08/12/2012,0,1,0,1
2799,Wang Zhiwei,24,2012,08/12/2012,0,0,1,1
2800,Wei Ning,29,2012,08/12/2012,0,1,0,1
2801,Peter Wilson,25,2012,08/12/2012,1,0,0,1
2802,Yi Siling,23,2012,08/12/2012,1,0,0,1
2803,Yu Dan,24,2012,08/12/2012,0,0,1,1
2804,Andrija Zlatic,34,2012,08/12/2012,0,0,1,1
2805,Artur Aivazian,35,2008,08/24/2008,1,0,0,1
2806,Aleksey Alipov,33,2008,08/24/2008,0,0,1,1
2807,Abhinav Bindra,25,2008,08/24/2008,1,0,0,1
2808,Christine Brinker-Wenzel,27,2008,08/24/2008,0,0,1,1
2809,Tore Brovold,38,2008,08/24/2008,0,1,0,1
2810,Chiara Cainero,30,2008,08/24/2008,1,0,0,1
2811,Chen Ying,30,2008,08/24/2008,1,0,0,1
2812,Corey Cogdell,21,2008,08/24/2008,0,0,1,1
2813,Eglis Yaima Cruz,28,2008,08/24/2008,0,0,1,1
2814,Francesco D'Aniello,39,2008,08/24/2008,0,1,0,1
2815,Rajmond Debevec,45,2008,08/24/2008,0,0,1,1
2816,Munkhbayar Dorjsuren,39,2008,08/24/2008,0,0,1,1
2817,Du Li,26,2008,08/24/2008,1,0,0,1
2818,Glenn Eller,26,2008,08/24/2008,1,0,0,1
2819,Matt Emmons,27,2008,08/24/2008,0,1,0,1
2820,Lyubov Galkina,35,2008,08/24/2008,0,1,0,1
2821,Guo Wenjun,24,2008,08/24/2008,1,0,0,1
2822,Henri Häkkinen,28,2008,08/24/2008,0,0,1,1
2823,Vincent Hancock,19,2008,08/24/2008,1,0,0,1
2824,Hu Binyuan,30,2008,08/24/2008,0,0,1,1
2825,Vladimir Isakov,38,2008,08/24/2008,0,0,1,1
2826,David Kostelecký,33,2008,08/24/2008,1,0,0,1
2827,Satu Mäkelä-Nummela,37,2008,08/24/2008,1,0,0,1
2828,Otryadyn Gündegmaa,30,2008,08/24/2008,0,1,0,1
2829,Nataliya Paderina,32,2008,08/24/2008,0,1,0,1
2830,Pang Wei,22,2008,08/24/2008,1,0,0,1
2831,Snjeana Pejcic,26,2008,08/24/2008,0,0,1,1
2832,Giovanni Pellielo,38,2008,08/24/2008,0,1,0,1
2833,Oleksandr Petriv,34,2008,08/24/2008,1,0,0,1
2834,Warren Potent,46,2008,08/24/2008,0,0,1,1
2835,Qiu Jian,33,2008,08/24/2008,1,0,0,1
2836,Christian Reitz,21,2008,08/24/2008,0,0,1,1
2837,Kim Rhode,29,2008,08/24/2008,0,1,0,1
2838,Nino Salukvadze,39,2008,08/24/2008,0,0,1,1
2839,Ralf Schumann,46,2008,08/24/2008,0,1,0,1
2840,Zuzana tefeceková,24,2008,08/24/2008,0,1,0,1
2841,Yuriy Sukhorukov,40,2008,08/24/2008,0,1,0,1
2842,Tan Zongliang,36,2008,08/24/2008,0,1,0,1
2843,Anthony Terras,23,2008,08/24/2008,0,0,1,1
2844,Jason Turner,33,2008,08/24/2008,0,0,1,1
2845,Zhu Qinan,23,2008,08/24/2008,0,1,0,1
2846,Ahmed Al-Maktoum,40,2004,08/29/2004,1,0,0,1
2847,Sergey Alifirenko,45,2004,08/29/2004,0,0,1,1
2848,Aleksey Alipov,29,2004,08/29/2004,1,0,0,1
2849,Michael Anti,40,2004,08/29/2004,0,1,0,1
2850,Irad? Asumova,46,2004,08/29/2004,0,0,1,1
2851,Suzy Balogh,31,2004,08/29/2004,1,0,0,1
2852,Andrea Benelli,44,2004,08/29/2004,1,0,0,1
2853,Aleksandr Blinov,22,2004,08/29/2004,0,1,0,1
2854,Du Li,22,2004,08/29/2004,1,0,0,1
2855,Matt Emmons,23,2004,08/29/2004,1,0,0,1
2856,Gao E,41,2004,08/29/2004,0,0,1,1
2857,Jozef Gönci,30,2004,08/29/2004,0,0,1,1
2858,Lenka Hyková-Maruková,19,2004,08/29/2004,0,1,0,1
2859,Diána Igaly,39,2004,08/29/2004,1,0,0,1
2860,Vladimir Isakov,34,2004,08/29/2004,0,0,1,1
2861,Jia Zhanbo,30,2004,08/29/2004,1,0,0,1
2862,Jin Jong-O,24,2004,08/29/2004,0,1,0,1
2863,Marko Kemppainen,28,2004,08/29/2004,0,1,0,1
2864,Kim Jong-Su,27,2004,08/29/2004,0,0,1,1
2865,Olena Kostevych,19,2004,08/29/2004,1,0,0,1
2866,Katerina Kurková-Emmons,20,2004,08/29/2004,0,0,1,1
2867,Manfred Kurzer,34,2004,08/29/2004,1,0,0,1
2868,Li Jie,31,2004,08/29/2004,0,1,0,1
2869,Christian Lusch,23,2004,08/29/2004,0,1,0,1
2870,Dmitry Lykin,30,2004,08/29/2004,0,0,1,1
2871,Sergey Martynov,36,2004,08/29/2004,0,0,1,1
2872,Zemfira Meft?kh?tddinova,41,2004,08/29/2004,0,0,1,1
2873,Giovanni Pellielo,34,2004,08/29/2004,0,1,0,1
2874,Christian Planer,29,2004,08/29/2004,0,0,1,1
2875,Sergey Polyakov,36,2004,08/29/2004,0,1,0,1
2876,María Quintanal,34,2004,08/29/2004,0,1,0,1
2877,Rajyavardhan Rathore,34,2004,08/29/2004,0,1,0,1
2878,Kim Rhode,25,2004,08/29/2004,1,0,0,1
2879,Juan Miguel Rodríguez,37,2004,08/29/2004,0,0,1,1
2880,Ralf Schumann,42,2004,08/29/2004,1,0,0,1
2881,Jasna ekaric,38,2004,08/29/2004,0,1,0,1
2882,Valentina Turisini,35,2004,08/29/2004,0,1,0,1
2883,Adam Vella,33,2004,08/29/2004,0,0,1,1
2884,Wang Chengyi,21,2004,08/29/2004,0,0,1,1
2885,Wang Yifu,43,2004,08/29/2004,1,0,0,1
2886,Wang Zheng,25,2004,08/29/2004,0,0,1,1
2887,Wei Ning,22,2004,08/29/2004,0,1,0,1
2888,Zhu Qinan,19,2004,08/29/2004,1,0,0,1
2889,Fehaid Al-Deehani,33,2000,10/01/2000,0,0,1,1
2890,Yevgeny Aleynikov,33,2000,10/01/2000,0,0,1,1
2891,Sergey Alifirenko,41,2000,10/01/2000,1,0,0,1
2892,Michel Ansermet,35,2000,10/01/2000,0,1,0,1
2893,Cai Yalin,23,2000,10/01/2000,1,0,0,1
2894,Rajmond Debevec,37,2000,10/01/2000,1,0,0,1
2895,Michael Diamond,28,2000,10/01/2000,1,0,0,1
2896,Franck Dumoulin,28,2000,10/01/2000,1,0,0,1
2897,Svetlana Dyomina,39,2000,10/01/2000,0,1,0,1
2898,Jonas Edman,33,2000,10/01/2000,1,0,0,1
2899,Richard Faulds,23,2000,10/01/2000,1,0,0,1
2900,Mariya Feklistova,24,2000,10/01/2000,0,0,1,1
2901,Annemarie Forder,22,2000,10/01/2000,0,0,1,1
2902,Gang Cho-Hyeon,17,2000,10/01/2000,0,1,0,1
2903,Gao E,37,2000,10/01/2000,0,0,1,1
2904,Gao Jing,24,2000,10/01/2000,0,0,1,1
2905,Deborah Gelisio,24,2000,10/01/2000,0,1,0,1
2906,Tatyana Goldobina,24,2000,10/01/2000,0,1,0,1
2907,Todd Graves,37,2000,10/01/2000,0,0,1,1
2908,Torben Grimmel,24,2000,10/01/2000,0,1,0,1
2909,Mariya Grozdeva,28,2000,10/01/2000,1,0,0,1
2910,Daina Gudzineviciute,34,2000,10/01/2000,1,0,0,1
2911,Pia Hansen,34,2000,10/01/2000,1,0,0,1
2912,Juha Hirvi,40,2000,10/01/2000,0,1,0,1
2913,Diána Igaly,35,2000,10/01/2000,0,0,1,1
2914,Artyom Khadzhibekov,30,2000,10/01/2000,0,1,0,1
2915,Tanyu Kiryakov,37,2000,10/01/2000,1,0,0,1
2916,Petr Málek,38,2000,10/01/2000,0,1,0,1
2917,Russell Mark,36,2000,10/01/2000,0,1,0,1
2918,Sergey Martynov,32,2000,10/01/2000,0,0,1,1
2919,Renata Mauer-Rózanska,31,2000,10/01/2000,1,0,0,1
2920,Zemfira Meft?kh?tddinova,37,2000,10/01/2000,1,0,0,1
2921,Mykola Milchev,32,2000,10/01/2000,1,0,0,1
2922,Lalita Milshina-Yauhleuskaya,36,2000,10/01/2000,0,0,1,1
2923,Oleg Moldovan,33,2000,10/01/2000,0,1,0,1
2924,Nancy Napolski-Johnson,26,2000,10/01/2000,1,0,0,1
2925,Niu Zhiyuan,26,2000,10/01/2000,0,0,1,1
2926,Ian Peel,42,2000,10/01/2000,0,1,0,1
2927,Giovanni Pellielo,30,2000,10/01/2000,0,0,1,1
2928,Delphine Racinet-Reau,26,2000,10/01/2000,0,1,0,1
2929,Iulian Raicea,27,2000,10/01/2000,0,0,1,1
2930,Kim Rhode,21,2000,10/01/2000,0,0,1,1
2931,Jasna ekaric,34,2000,10/01/2000,0,1,0,1
2932,Harald Stenvaag,47,2000,10/01/2000,0,0,1,1
2933,Martin Tenk,28,2000,10/01/2000,0,0,1,1
2934,Wang Yifu,39,2000,10/01/2000,0,1,0,1
2935,Yang Ling,28,2000,10/01/2000,1,0,0,1
2936,Ben Ainslie,35,2012,08/12/2012,1,0,0,1
2937,Marina Alabau,26,2012,08/12/2012,1,0,0,1
2938,Jo Aleh,26,2012,08/12/2012,1,0,0,1
2939,Mathew Belcher,29,2012,08/12/2012,1,0,0,1
2940,Lobke Berkhout,31,2012,08/12/2012,0,0,1,1
2941,Stuart Bithell,25,2012,08/12/2012,0,1,0,1
2942,Marit Bouwmeester,24,2012,08/12/2012,0,1,0,1
2943,Peter Burling,21,2012,08/12/2012,0,1,0,1
2944,Lucas Calabrese,25,2012,08/12/2012,0,0,1,1
2945,Saskia Clark,32,2012,08/12/2012,0,1,0,1
2946,Nina Curtis,24,2012,08/12/2012,0,1,0,1
2947,Juan de la Fuente,35,2012,08/12/2012,0,0,1,1
2948,Nick Dempsey,31,2012,08/12/2012,0,1,0,1
2949,Támara Echegoyen,28,2012,08/12/2012,1,0,0,1
2950,Jonas Høgh Christensen,31,2012,08/12/2012,0,1,0,1
2951,Iain Jensen,24,2012,08/12/2012,1,0,0,1
2952,Silja Kanerva,27,2012,08/12/2012,0,0,1,1
2953,Pavlos Kontides,22,2012,08/12/2012,0,1,0,1
2954,Peter Lang,23,2012,08/12/2012,0,0,1,1
2955,Silja Lehtinen,26,2012,08/12/2012,0,0,1,1
2956,Jonathan Lobert,27,2012,08/12/2012,0,0,1,1
2957,Fredrik Lööf,42,2012,08/12/2012,1,0,0,1
2958,Przemyslaw Miarczynski,32,2012,08/12/2012,0,0,1,1
2959,Hannah Mills,24,2012,08/12/2012,0,1,0,1
2960,Rasmus Myrgren,33,2012,08/12/2012,0,0,1,1
2961,Zofia Noceti-Klepacka,26,2012,08/12/2012,0,0,1,1
2962,Allan Nørregaard,31,2012,08/12/2012,0,0,1,1
2963,Nathan Outteridge,26,2012,08/12/2012,1,0,0,1
2964,Malcolm Page,40,2012,08/12/2012,1,0,0,1
2965,Luke Patience,25,2012,08/12/2012,0,1,0,1
2966,Iain Percy,36,2012,08/12/2012,0,1,0,1
2967,Tuuli Petäjä,28,2012,08/12/2012,0,1,0,1
2968,Olivia Powrie,24,2012,08/12/2012,1,0,0,1
2969,Bruno Prada,40,2012,08/12/2012,0,0,1,1
2970,Olivia Price,19,2012,08/12/2012,0,1,0,1
2971,Angela Pumariega,27,2012,08/12/2012,1,0,0,1
2972,Max Salminen,23,2012,08/12/2012,1,0,0,1
2973,Robert Scheidt,39,2012,08/12/2012,0,0,1,1
